Component ID,Component Name,Parent Component ID,Quantity,Level (Hierarchy Level),Assembly Type,Criticality Level (High/Medium/Low),Supplier ID,Lead Time (Weeks)
COMP0124,LED-6559,COMP0388,70,2,Raw Part,Low,SUPP011,26
COMP0163,Diode-5351,COMP0213,24,2,Module,Medium,SUPP072,5
COMP0154,MOSFET-2113,COMP0283,15,3,Sub-assembly,Medium,SUPP003,33
COMP0144,Inductor-4111,COMP0371,103,2,Raw Part,High,SUPP079,26
COMP0152,Sensor-2312,COMP0236,199,2,PCB Assembly,Low,SUPP024,21
COMP0411,Inductor-5494,COMP0005,137,4,Sub-assembly,High,SUPP096,10
COMP0462,IC-6280,COMP0109,78,2,Raw Part,Low,SUPP036,6
COMP0233,Capacitor-7311,COMP0158,29,3,PCB Assembly,Medium,SUPP051,39
COMP0056,MOSFET-7543,COMP0174,81,2,Raw Part,Low,SUPP075,2
COMP0197,LED-3442,COMP0256,145,2,PCB Assembly,High,SUPP036,11
COMP0189,Capacitor-7939,COMP0123,196,3,Sub-assembly,Medium,SUPP080,51
COMP0174,Transistor-3584,COMP0150,92,3,Sub-assembly,Medium,SUPP011,21
COMP0328,Microcontroller-4467,COMP0415,36,3,Raw Part,Medium,SUPP036,2
COMP0467,MOSFET-1659,COMP0310,112,4,Raw Part,Low,SUPP089,40
COMP0308,MOSFET-7232,COMP0081,26,2,Raw Part,Low,SUPP077,9
COMP0425,Inductor-3444,COMP0155,23,2,Raw Part,Medium,SUPP099,12
COMP0464,Resistor-2496,COMP0351,62,2,Raw Part,Low,SUPP049,39
COMP0108,Diode-2104,COMP0428,2,3,Raw Part,Low,SUPP046,49
COMP0017,Microcontroller-5552,COMP0063,60,4,Raw Part,Medium,SUPP039,35
COMP0400,LED-9779,COMP0184,2,4,Sub-assembly,High,SUPP013,43
COMP0300,LED-3503,ROOT,148,1,Sub-assembly,Medium,SUPP048,40
COMP0116,IC-4119,COMP0250,22,3,Raw Part,High,SUPP083,2
COMP0095,MOSFET-7932,COMP0332,88,3,Raw Part,Medium,SUPP024,22
COMP0193,Inductor-8239,COMP0347,72,3,PCB Assembly,High,SUPP095,24
COMP0182,LED-3546,COMP0159,1,4,PCB Assembly,Medium,SUPP080,52
COMP0461,MOSFET-1653,COMP0001,74,2,PCB Assembly,Medium,SUPP028,9
COMP0381,Sensor-4130,COMP0493,99,2,PCB Assembly,Medium,SUPP069,50
COMP0039,MOSFET-3803,COMP0193,75,2,Raw Part,Medium,SUPP032,29
COMP0007,Resistor-1488,COMP0061,158,4,Sub-assembly,Low,SUPP026,44
COMP0315,Transistor-8140,COMP0054,21,3,PCB Assembly,Low,SUPP055,27
COMP0365,LED-9548,COMP0030,89,3,Sub-assembly,Medium,SUPP098,27
COMP0035,Inductor-7065,COMP0402,148,2,Sub-assembly,High,SUPP090,42
COMP0165,Crystal-5915,COMP0029,105,3,PCB Assembly,Low,SUPP080,4
COMP0080,Inductor-7126,COMP0036,173,2,Sub-assembly,Medium,SUPP071,44
COMP0475,Microcontroller-6260,COMP0198,162,3,PCB Assembly,Medium,SUPP027,22
COMP0126,Diode-4116,COMP0102,176,2,Raw Part,Medium,SUPP075,10
COMP0037,Crystal-5374,COMP0194,163,4,Raw Part,Medium,SUPP066,24
COMP0213,Transistor-3608,COMP0255,22,2,Sub-assembly,Low,SUPP078,20
COMP0099,IC-7118,ROOT,8,1,Module,Medium,SUPP044,50
COMP0466,Crystal-5415,COMP0386,138,2,Raw Part,Medium,SUPP032,45
COMP0358,Crystal-6590,ROOT,37,1,Sub-assembly,Medium,SUPP085,41
COMP0258,Connector-4501,COMP0195,157,4,Sub-assembly,Low,SUPP097,35
COMP0366,Crystal-5425,COMP0252,169,2,Raw Part,Low,SUPP064,27
COMP0176,LED-5956,COMP0452,88,3,Module,Low,SUPP018,3
COMP0049,MOSFET-6155,COMP0141,171,2,Module,Low,SUPP046,11
COMP0359,Resistor-7882,COMP0150,48,3,Raw Part,Low,SUPP029,24
COMP0033,IC-5554,COMP0250,47,4,Cable Assembly,Medium,SUPP045,15
COMP0493,Inductor-5719,COMP0128,126,4,Cable Assembly,Medium,SUPP051,21
COMP0477,Inductor-6403,COMP0315,121,4,Cable Assembly,Medium,SUPP057,33
COMP0151,Inductor-1931,COMP0082,43,3,Sub-assembly,Low,SUPP037,46
COMP0189,Capacitor-7939,COMP0012,79,4,Raw Part,High,SUPP001,27
COMP0297,Sensor-2320,COMP0291,108,2,Raw Part,Medium,SUPP043,8
COMP0074,LED-5315,COMP0028,108,4,PCB Assembly,Low,SUPP054,46
COMP0253,IC-9977,COMP0484,60,2,PCB Assembly,Low,SUPP079,29
COMP0300,LED-3503,COMP0132,176,4,Module,Low,SUPP010,9
COMP0295,Diode-5451,COMP0224,169,2,Raw Part,High,SUPP019,51
COMP0101,Connector-2982,COMP0253,119,2,Raw Part,Low,SUPP090,43
COMP0374,Microcontroller-1470,COMP0147,89,3,Cable Assembly,Low,SUPP060,9
COMP0192,Inductor-5291,COMP0267,75,2,PCB Assembly,High,SUPP004,14
COMP0118,Crystal-8062,COMP0272,35,3,Sub-assembly,Medium,SUPP088,10
COMP0397,Transistor-4777,COMP0228,166,2,PCB Assembly,High,SUPP008,37
COMP0358,Crystal-6590,COMP0163,17,3,PCB Assembly,Medium,SUPP052,50
COMP0374,Microcontroller-1470,COMP0203,51,3,Raw Part,Medium,SUPP018,51
COMP0414,LED-3068,COMP0103,2,3,Sub-assembly,Low,SUPP020,2
COMP0421,Transistor-8827,COMP0026,185,4,PCB Assembly,Medium,SUPP035,9
COMP0199,Microcontroller-3426,COMP0396,140,4,Sub-assembly,Low,SUPP028,28
COMP0435,Diode-4457,COMP0296,98,3,Sub-assembly,Low,SUPP022,45
COMP0277,Diode-3881,COMP0256,186,3,PCB Assembly,High,SUPP027,25
COMP0005,Crystal-9935,COMP0328,174,4,Sub-assembly,Low,SUPP056,39
COMP0069,Crystal-9797,ROOT,95,1,Module,Medium,SUPP092,4
COMP0059,Connector-2489,COMP0075,67,4,Raw Part,Low,SUPP012,37
COMP0477,Inductor-6403,COMP0026,168,2,Cable Assembly,Low,SUPP010,7
COMP0461,MOSFET-1653,COMP0201,29,3,Raw Part,Low,SUPP068,46
COMP0354,MOSFET-1672,COMP0329,16,4,Raw Part,High,SUPP068,47
COMP0261,Crystal-2389,COMP0388,187,3,PCB Assembly,Medium,SUPP082,5
COMP0032,Diode-2654,COMP0140,62,2,Sub-assembly,Medium,SUPP066,22
COMP0039,MOSFET-3803,COMP0427,85,3,Sub-assembly,Medium,SUPP014,18
COMP0264,Capacitor-4848,COMP0245,80,3,Raw Part,Medium,SUPP007,13
COMP0022,Microcontroller-5333,COMP0007,27,3,Module,Medium,SUPP041,25
COMP0145,Transistor-4566,COMP0250,116,3,Raw Part,High,SUPP078,3
COMP0080,Inductor-7126,COMP0405,169,4,Sub-assembly,Low,SUPP068,45
COMP0287,Connector-3607,COMP0105,124,3,PCB Assembly,Medium,SUPP014,24
COMP0265,Crystal-6085,COMP0218,133,4,Cable Assembly,High,SUPP073,37
COMP0241,MOSFET-6143,COMP0198,113,4,Raw Part,Low,SUPP067,13
COMP0340,MOSFET-3496,COMP0212,17,2,Raw Part,High,SUPP042,2
COMP0171,Transistor-3170,COMP0275,54,4,Raw Part,Medium,SUPP083,35
COMP0035,Inductor-7065,COMP0217,84,3,Raw Part,High,SUPP048,16
COMP0187,Sensor-9004,COMP0127,149,4,PCB Assembly,Low,SUPP066,11
COMP0145,Transistor-4566,COMP0205,169,2,Sub-assembly,Medium,SUPP100,45
COMP0247,LED-5844,COMP0023,18,3,PCB Assembly,Medium,SUPP035,28
COMP0220,Resistor-4164,COMP0310,54,3,Sub-assembly,Low,SUPP026,1
COMP0078,Crystal-9317,COMP0175,53,4,Sub-assembly,Low,SUPP023,31
COMP0387,Connector-1282,COMP0304,144,3,PCB Assembly,Medium,SUPP041,5
COMP0327,Transistor-7211,COMP0379,182,3,Sub-assembly,Medium,SUPP067,24
COMP0484,IC-9431,COMP0055,62,2,Sub-assembly,Medium,SUPP025,1
COMP0275,Crystal-1090,COMP0474,121,4,Sub-assembly,Low,SUPP002,41
COMP0234,MOSFET-4114,COMP0115,143,4,Module,Low,SUPP062,51
COMP0244,Sensor-6067,COMP0471,192,3,Cable Assembly,High,SUPP098,33
COMP0150,Sensor-9701,COMP0066,178,2,PCB Assembly,Medium,SUPP050,13
COMP0001,Crystal-2824,COMP0032,3,4,Raw Part,High,SUPP010,4
COMP0424,Capacitor-1878,COMP0440,72,2,Sub-assembly,Medium,SUPP038,32
COMP0111,Diode-5562,COMP0494,14,4,Raw Part,Medium,SUPP089,43
COMP0229,Resistor-2776,COMP0049,194,4,Raw Part,Low,SUPP092,28
COMP0479,Transistor-7561,COMP0297,150,2,Raw Part,High,SUPP047,46
COMP0313,MOSFET-4613,COMP0396,103,3,Raw Part,Medium,SUPP038,3
COMP0311,IC-7865,COMP0349,97,3,Raw Part,Medium,SUPP037,50
COMP0137,Connector-4502,ROOT,158,1,PCB Assembly,High,SUPP037,9
COMP0346,MOSFET-2876,COMP0365,94,3,Sub-assembly,Medium,SUPP026,45
COMP0094,Transistor-9645,COMP0046,149,2,Sub-assembly,Medium,SUPP080,46
COMP0007,Resistor-1488,COMP0186,178,3,Sub-assembly,Medium,SUPP054,4
COMP0391,Transistor-7046,COMP0253,164,2,Raw Part,High,SUPP043,3
COMP0382,Capacitor-4954,COMP0023,18,3,Raw Part,Low,SUPP020,27
COMP0005,Crystal-9935,ROOT,9,1,Sub-assembly,Medium,SUPP074,46
COMP0107,LED-1964,COMP0433,120,3,Module,Medium,SUPP072,14
COMP0113,Diode-9834,COMP0260,129,2,PCB Assembly,Medium,SUPP012,39
COMP0096,Diode-9835,COMP0293,104,2,Raw Part,High,SUPP033,25
COMP0125,Capacitor-5073,COMP0364,130,4,Module,Low,SUPP050,19
COMP0348,Capacitor-1420,COMP0416,40,4,Sub-assembly,Medium,SUPP064,45
COMP0072,IC-3591,COMP0209,109,4,Raw Part,Low,SUPP019,20
COMP0202,Microcontroller-1653,COMP0136,152,3,Module,Low,SUPP064,43
COMP0066,Sensor-5119,COMP0021,9,2,PCB Assembly,Low,SUPP085,10
COMP0011,Sensor-4257,COMP0341,13,3,Sub-assembly,Medium,SUPP049,51
COMP0009,Diode-9279,COMP0302,7,2,Raw Part,Medium,SUPP027,10
COMP0254,Resistor-5978,COMP0206,167,4,Sub-assembly,High,SUPP083,45
COMP0372,Connector-4995,COMP0121,82,2,Module,Low,SUPP028,25
COMP0307,IC-1320,COMP0427,52,3,PCB Assembly,High,SUPP008,4
COMP0370,Microcontroller-5022,ROOT,14,1,Raw Part,Medium,SUPP031,5
COMP0284,Sensor-6198,COMP0059,187,3,Sub-assembly,Low,SUPP069,3
COMP0089,Capacitor-8962,COMP0486,60,3,Raw Part,Low,SUPP009,22
COMP0279,Connector-1822,COMP0308,194,4,Sub-assembly,Medium,SUPP080,48
COMP0118,Crystal-8062,ROOT,68,1,PCB Assembly,Medium,SUPP054,28
COMP0046,Resistor-6168,COMP0214,101,2,Sub-assembly,Low,SUPP004,33
COMP0404,Transistor-9595,COMP0072,36,4,PCB Assembly,Medium,SUPP009,23
COMP0437,Inductor-4929,COMP0390,147,4,Raw Part,Medium,SUPP090,17
COMP0394,LED-6419,COMP0002,89,3,Module,Medium,SUPP012,3
COMP0179,Crystal-2697,COMP0485,55,3,PCB Assembly,Low,SUPP002,40
COMP0222,Transistor-2137,COMP0104,155,3,Raw Part,Medium,SUPP018,7
COMP0286,IC-9976,COMP0064,192,3,Raw Part,Medium,SUPP078,15
COMP0243,LED-5920,COMP0376,92,4,Raw Part,Low,SUPP014,26
COMP0416,Capacitor-1200,COMP0246,177,3,Module,Medium,SUPP062,26
COMP0446,Capacitor-4824,COMP0337,136,4,Raw Part,Low,SUPP053,16
COMP0222,Transistor-2137,COMP0464,171,3,PCB Assembly,High,SUPP094,42
COMP0204,Crystal-5088,COMP0401,164,4,Sub-assembly,Low,SUPP023,38
COMP0082,Sensor-1009,COMP0222,112,2,Raw Part,Low,SUPP066,1
COMP0292,Crystal-4919,COMP0100,115,3,Raw Part,High,SUPP051,21
COMP0087,Resistor-4946,COMP0470,165,2,Raw Part,Low,SUPP069,39
COMP0001,Crystal-2824,COMP0298,150,3,Sub-assembly,Medium,SUPP069,7
COMP0070,Transistor-6573,COMP0319,123,2,Raw Part,High,SUPP042,39
COMP0429,MOSFET-4697,COMP0152,7,3,Raw Part,High,SUPP072,24
COMP0492,Transistor-9998,COMP0013,82,3,Sub-assembly,High,SUPP091,19
COMP0064,IC-7252,COMP0056,200,4,Raw Part,Medium,SUPP075,13
COMP0293,Transistor-8206,ROOT,36,1,Raw Part,Low,SUPP046,26
COMP0180,Inductor-5333,COMP0274,137,4,Raw Part,Medium,SUPP040,34
COMP0220,Resistor-4164,ROOT,167,1,Raw Part,High,SUPP092,39
COMP0095,MOSFET-7932,COMP0305,181,2,Raw Part,Medium,SUPP058,36
COMP0428,Capacitor-7818,COMP0179,164,4,Raw Part,High,SUPP030,42
COMP0009,Diode-9279,COMP0302,51,4,Sub-assembly,High,SUPP020,22
COMP0325,Inductor-8564,ROOT,165,1,Raw Part,Low,SUPP005,32
COMP0141,Transistor-8454,COMP0387,6,2,Raw Part,Medium,SUPP045,10
COMP0093,Sensor-3705,COMP0436,49,2,Raw Part,Medium,SUPP016,41
COMP0288,LED-8777,ROOT,44,1,Module,High,SUPP064,41
COMP0101,Connector-2982,ROOT,35,1,PCB Assembly,Low,SUPP050,42
COMP0364,IC-3885,COMP0133,180,3,PCB Assembly,Medium,SUPP031,31
COMP0484,IC-9431,COMP0326,74,4,Cable Assembly,Medium,SUPP042,32
COMP0453,Inductor-6039,COMP0048,165,4,PCB Assembly,Medium,SUPP085,39
COMP0189,Capacitor-7939,COMP0348,199,4,Module,Medium,SUPP093,25
COMP0278,LED-9486,COMP0404,54,4,Raw Part,Medium,SUPP048,15
COMP0131,Capacitor-8260,COMP0034,72,3,Raw Part,Medium,SUPP071,35
COMP0340,MOSFET-3496,COMP0182,132,4,Sub-assembly,Low,SUPP035,33
COMP0102,Diode-4681,COMP0288,190,4,Module,Medium,SUPP046,42
COMP0281,Capacitor-8478,COMP0323,41,4,Module,Low,SUPP028,28
COMP0201,Resistor-6050,COMP0266,81,4,Sub-assembly,High,SUPP085,52
COMP0236,LED-8144,COMP0269,121,3,Sub-assembly,Medium,SUPP078,19
COMP0125,Capacitor-5073,COMP0453,167,2,Raw Part,Low,SUPP072,14
COMP0337,Crystal-1659,COMP0129,77,4,Sub-assembly,Low,SUPP056,39
COMP0354,MOSFET-1672,COMP0275,9,3,Raw Part,Low,SUPP040,21
COMP0410,LED-9751,ROOT,185,1,Sub-assembly,High,SUPP035,26
COMP0238,Sensor-4228,COMP0422,3,2,Sub-assembly,High,SUPP023,49
COMP0309,Connector-1096,COMP0291,12,4,PCB Assembly,Medium,SUPP095,32
COMP0465,Diode-1339,COMP0498,152,2,Raw Part,Medium,SUPP045,43
COMP0322,Resistor-7455,COMP0003,62,4,Raw Part,High,SUPP054,9
COMP0172,Microcontroller-2127,COMP0180,29,3,Raw Part,Medium,SUPP089,45
COMP0326,Inductor-1823,ROOT,88,1,Sub-assembly,High,SUPP072,7
COMP0160,IC-9565,COMP0117,17,2,Sub-assembly,Medium,SUPP034,50
COMP0351,Capacitor-4978,COMP0351,60,3,PCB Assembly,Low,SUPP080,49
COMP0170,Diode-9288,COMP0409,185,2,PCB Assembly,High,SUPP019,16
COMP0337,Crystal-1659,COMP0015,71,3,Cable Assembly,High,SUPP046,12
COMP0454,MOSFET-5728,COMP0136,39,3,Raw Part,Low,SUPP049,12
COMP0413,Sensor-5786,COMP0057,178,3,Sub-assembly,Medium,SUPP029,34
COMP0099,IC-7118,COMP0347,90,3,Raw Part,Medium,SUPP011,17
COMP0324,Capacitor-8022,COMP0021,155,4,PCB Assembly,Medium,SUPP075,15
COMP0166,Connector-6180,COMP0245,171,2,Module,Medium,SUPP046,21
COMP0387,Connector-1282,COMP0353,117,3,PCB Assembly,Low,SUPP054,9
COMP0243,LED-5920,COMP0433,28,2,Raw Part,High,SUPP057,17
COMP0198,Sensor-1590,COMP0432,36,2,PCB Assembly,Medium,SUPP061,24
COMP0494,Connector-8941,COMP0370,196,3,Module,High,SUPP055,17
COMP0453,Inductor-6039,COMP0386,109,2,Sub-assembly,Medium,SUPP016,33
COMP0500,Capacitor-4681,COMP0227,101,4,Sub-assembly,Medium,SUPP008,28
COMP0293,Transistor-8206,COMP0309,111,2,Sub-assembly,Low,SUPP031,40
COMP0307,IC-1320,COMP0038,112,3,PCB Assembly,Low,SUPP040,22
COMP0017,Microcontroller-5552,COMP0370,158,3,PCB Assembly,Medium,SUPP017,44
COMP0361,IC-6934,COMP0226,59,3,PCB Assembly,High,SUPP023,49
COMP0111,Diode-5562,COMP0118,199,2,Raw Part,Medium,SUPP005,20
COMP0258,Connector-4501,COMP0480,24,3,PCB Assembly,Medium,SUPP008,10
COMP0190,Transistor-1722,COMP0125,103,3,Sub-assembly,High,SUPP087,10
COMP0284,Sensor-6198,COMP0370,61,2,Sub-assembly,Medium,SUPP061,24
COMP0393,Microcontroller-7971,COMP0194,120,3,Sub-assembly,Medium,SUPP015,46
COMP0170,Diode-9288,COMP0013,192,2,Sub-assembly,Medium,SUPP011,34
COMP0436,Transistor-2330,COMP0332,77,3,Sub-assembly,Low,SUPP048,15
COMP0469,Sensor-8245,COMP0454,10,4,PCB Assembly,Low,SUPP086,38
COMP0248,Sensor-3085,COMP0348,165,3,Sub-assembly,High,SUPP019,44
COMP0300,LED-3503,COMP0345,120,2,Raw Part,Medium,SUPP044,52
COMP0033,IC-5554,COMP0110,42,4,Raw Part,Low,SUPP019,44
COMP0315,Transistor-8140,COMP0028,188,2,Raw Part,Medium,SUPP080,10
COMP0081,Inductor-9837,COMP0282,64,2,Raw Part,Low,SUPP042,29
COMP0112,Crystal-8953,COMP0223,200,3,Raw Part,Low,SUPP046,9
COMP0290,Diode-5543,COMP0232,125,3,Sub-assembly,Medium,SUPP045,39
COMP0380,Sensor-1166,COMP0374,21,3,Raw Part,High,SUPP033,18
COMP0163,Diode-5351,ROOT,46,1,Sub-assembly,Low,SUPP049,48
COMP0414,LED-3068,COMP0287,127,3,Raw Part,High,SUPP028,48
COMP0482,Microcontroller-5135,COMP0178,15,2,Sub-assembly,Medium,SUPP052,29
COMP0390,LED-4986,COMP0122,167,3,PCB Assembly,Medium,SUPP078,50
COMP0369,IC-5397,COMP0140,105,4,PCB Assembly,Medium,SUPP045,20
COMP0321,MOSFET-9751,ROOT,183,1,PCB Assembly,Medium,SUPP055,35
COMP0259,Sensor-8752,COMP0039,63,2,PCB Assembly,Medium,SUPP058,12
COMP0037,Crystal-5374,ROOT,193,1,Raw Part,Medium,SUPP036,25
COMP0031,Transistor-2307,COMP0159,41,2,Sub-assembly,High,SUPP069,43
COMP0281,Capacitor-8478,COMP0408,61,2,Sub-assembly,Low,SUPP095,13
COMP0351,Capacitor-4978,COMP0452,193,3,PCB Assembly,Medium,SUPP093,50
COMP0327,Transistor-7211,COMP0213,3,3,Sub-assembly,Medium,SUPP086,44
COMP0045,Resistor-4752,COMP0360,123,3,Cable Assembly,Low,SUPP077,1
COMP0239,Microcontroller-8066,COMP0304,181,3,Raw Part,Medium,SUPP062,12
COMP0024,Sensor-3045,ROOT,91,1,Sub-assembly,Medium,SUPP092,7
COMP0400,LED-9779,ROOT,122,1,Module,Medium,SUPP056,16
COMP0138,IC-1960,COMP0447,8,3,PCB Assembly,Medium,SUPP078,21
COMP0054,LED-9830,COMP0235,2,2,Raw Part,High,SUPP015,50
COMP0300,LED-3503,COMP0319,68,4,PCB Assembly,Medium,SUPP034,24
COMP0216,Connector-4644,COMP0073,158,3,Raw Part,Medium,SUPP015,39
COMP0096,Diode-9835,COMP0256,21,3,Sub-assembly,Medium,SUPP088,52
COMP0060,Resistor-2796,COMP0346,129,3,Raw Part,Low,SUPP055,16
COMP0300,LED-3503,COMP0055,35,3,PCB Assembly,Low,SUPP049,50
COMP0226,Microcontroller-1452,COMP0482,7,3,Raw Part,Medium,SUPP059,7
COMP0101,Connector-2982,COMP0437,135,3,Raw Part,Medium,SUPP006,11
COMP0374,Microcontroller-1470,COMP0352,168,2,Module,Low,SUPP037,43
COMP0195,Sensor-1158,COMP0155,77,4,PCB Assembly,Low,SUPP023,32
COMP0218,Microcontroller-6000,COMP0112,1,2,Sub-assembly,Medium,SUPP010,52
COMP0235,Transistor-1727,COMP0050,176,3,Sub-assembly,Medium,SUPP014,24
COMP0096,Diode-9835,COMP0117,29,2,Raw Part,Low,SUPP095,27
COMP0107,LED-1964,COMP0213,68,4,Raw Part,Low,SUPP050,21
COMP0194,Sensor-8007,COMP0290,100,3,Raw Part,Low,SUPP003,14
COMP0194,Sensor-8007,COMP0400,60,3,Sub-assembly,Medium,SUPP029,32
COMP0350,IC-4249,COMP0329,59,3,Raw Part,Medium,SUPP011,49
COMP0177,MOSFET-9666,COMP0093,192,3,Cable Assembly,Low,SUPP091,39
COMP0059,Connector-2489,COMP0086,124,3,Module,Medium,SUPP077,15
COMP0144,Inductor-4111,ROOT,68,1,Sub-assembly,Low,SUPP088,10
COMP0297,Sensor-2320,COMP0279,116,2,Sub-assembly,Medium,SUPP036,31
COMP0064,IC-7252,COMP0011,23,3,Raw Part,Medium,SUPP075,50
COMP0485,Resistor-9889,COMP0028,123,3,Raw Part,Medium,SUPP079,47
COMP0405,MOSFET-5636,COMP0267,168,4,Sub-assembly,Medium,SUPP037,38
COMP0315,Transistor-8140,COMP0308,15,3,Raw Part,Low,SUPP018,7
COMP0252,MOSFET-5930,COMP0143,140,2,Module,Low,SUPP054,23
COMP0265,Crystal-6085,COMP0284,159,3,Raw Part,High,SUPP002,28
COMP0040,Sensor-5010,COMP0324,176,3,Module,Low,SUPP041,27
COMP0442,Transistor-1534,COMP0209,52,2,PCB Assembly,High,SUPP060,24
COMP0427,Capacitor-5066,COMP0419,46,3,PCB Assembly,Low,SUPP014,27
COMP0306,Diode-7883,COMP0211,56,2,Raw Part,Medium,SUPP010,6
COMP0294,Capacitor-5681,COMP0109,135,4,Module,Low,SUPP083,38
COMP0455,Connector-3037,COMP0201,136,3,Cable Assembly,High,SUPP007,8
COMP0391,Transistor-7046,COMP0422,4,2,Raw Part,Medium,SUPP064,23
COMP0097,LED-4295,COMP0357,44,4,Sub-assembly,Medium,SUPP089,13
COMP0216,Connector-4644,COMP0411,62,4,Sub-assembly,Medium,SUPP068,22
COMP0138,IC-1960,COMP0387,12,3,Raw Part,Medium,SUPP008,16
COMP0244,Sensor-6067,COMP0308,92,3,PCB Assembly,Medium,SUPP100,22
COMP0258,Connector-4501,COMP0356,108,2,Module,Low,SUPP031,44
COMP0307,IC-1320,COMP0281,195,4,PCB Assembly,High,SUPP036,47
COMP0112,Crystal-8953,COMP0079,38,3,Module,Low,SUPP044,7
COMP0225,IC-9785,COMP0036,154,4,PCB Assembly,High,SUPP072,5
COMP0323,MOSFET-1444,COMP0463,66,3,PCB Assembly,Low,SUPP023,7
COMP0420,Inductor-1841,COMP0094,181,3,Sub-assembly,Low,SUPP016,45
COMP0278,LED-9486,COMP0293,154,3,Sub-assembly,Medium,SUPP027,47
COMP0396,Transistor-6023,COMP0163,60,3,Sub-assembly,Medium,SUPP100,4
COMP0309,Connector-1096,COMP0459,198,2,PCB Assembly,Medium,SUPP067,43
COMP0378,Transistor-6576,COMP0491,160,3,Sub-assembly,Medium,SUPP090,43
COMP0157,MOSFET-5033,COMP0404,149,3,Raw Part,High,SUPP036,47
COMP0017,Microcontroller-5552,COMP0384,157,3,Raw Part,High,SUPP014,30
COMP0248,Sensor-3085,COMP0457,49,3,Raw Part,Low,SUPP012,27
COMP0206,Microcontroller-7658,COMP0035,53,3,Sub-assembly,Medium,SUPP025,28
COMP0232,IC-9379,ROOT,178,1,Sub-assembly,Medium,SUPP029,46
COMP0151,Inductor-1931,COMP0362,47,4,Raw Part,Medium,SUPP083,11
COMP0377,Diode-6813,COMP0139,25,4,PCB Assembly,Medium,SUPP093,15
COMP0416,Capacitor-1200,COMP0211,173,4,Module,High,SUPP031,28
COMP0161,Microcontroller-5272,COMP0008,25,2,Module,High,SUPP040,19
COMP0138,IC-1960,COMP0390,142,2,Module,Medium,SUPP086,43
COMP0016,LED-7924,COMP0144,63,2,PCB Assembly,Low,SUPP001,45
COMP0308,MOSFET-7232,COMP0211,90,2,PCB Assembly,Low,SUPP016,43
COMP0377,Diode-6813,COMP0337,17,3,Cable Assembly,Medium,SUPP036,1
COMP0314,Connector-4595,COMP0146,27,4,Raw Part,Medium,SUPP080,35
COMP0318,Crystal-7624,COMP0460,50,3,Raw Part,Medium,SUPP082,9
COMP0154,MOSFET-2113,COMP0048,176,4,Raw Part,High,SUPP023,25
COMP0441,LED-8699,ROOT,200,1,Sub-assembly,Medium,SUPP041,25
COMP0164,IC-3144,COMP0093,192,3,Raw Part,Low,SUPP005,41
COMP0490,Crystal-8242,COMP0246,98,2,PCB Assembly,Medium,SUPP085,28
COMP0308,MOSFET-7232,COMP0086,146,2,Raw Part,Medium,SUPP050,6
COMP0292,Crystal-4919,COMP0428,17,2,Raw Part,Medium,SUPP097,13
COMP0312,Sensor-9947,COMP0428,160,3,PCB Assembly,Low,SUPP040,9
COMP0144,Inductor-4111,COMP0440,39,3,Sub-assembly,Medium,SUPP087,12
COMP0263,Crystal-6491,COMP0139,105,3,Sub-assembly,Low,SUPP087,34
COMP0276,Capacitor-7965,COMP0488,61,3,Sub-assembly,Medium,SUPP014,48
COMP0270,Connector-7790,COMP0463,157,3,Sub-assembly,High,SUPP056,50
COMP0414,LED-3068,COMP0148,45,3,Sub-assembly,Low,SUPP023,25
COMP0484,IC-9431,COMP0069,142,3,Raw Part,High,SUPP035,14
COMP0175,Connector-9900,COMP0012,148,4,Module,High,SUPP098,36
COMP0325,Inductor-8564,COMP0268,160,4,Cable Assembly,Medium,SUPP062,41
COMP0444,LED-5632,ROOT,146,1,Raw Part,Low,SUPP055,19
COMP0168,Connector-2638,COMP0308,25,2,PCB Assembly,Medium,SUPP043,3
COMP0133,Resistor-9856,COMP0411,141,3,Raw Part,High,SUPP098,38
COMP0409,Transistor-1231,COMP0141,35,3,Raw Part,Low,SUPP028,18
COMP0146,Resistor-9883,COMP0313,166,3,Raw Part,Medium,SUPP056,28
COMP0231,Microcontroller-6139,COMP0313,149,3,Sub-assembly,High,SUPP090,7
COMP0235,Transistor-1727,COMP0438,165,3,Sub-assembly,Low,SUPP056,38
COMP0027,Crystal-6925,COMP0134,160,2,Raw Part,High,SUPP004,49
COMP0111,Diode-5562,COMP0134,184,4,Module,Medium,SUPP044,26
COMP0246,Microcontroller-7592,COMP0215,111,4,PCB Assembly,High,SUPP044,5
COMP0278,LED-9486,COMP0217,6,3,PCB Assembly,Medium,SUPP085,19
COMP0134,Resistor-2528,COMP0371,175,3,Sub-assembly,Medium,SUPP027,24
COMP0313,MOSFET-4613,COMP0223,148,4,Raw Part,High,SUPP036,21
COMP0389,Diode-7625,COMP0331,86,4,PCB Assembly,Medium,SUPP091,37
COMP0405,MOSFET-5636,COMP0249,88,4,Raw Part,High,SUPP092,48
COMP0462,IC-6280,COMP0092,144,2,Raw Part,Medium,SUPP090,35
COMP0301,LED-4505,COMP0170,115,2,Sub-assembly,Low,SUPP017,22
COMP0029,LED-2139,COMP0350,62,4,Raw Part,Low,SUPP063,28
COMP0382,Capacitor-4954,COMP0193,78,2,Raw Part,Low,SUPP081,27
COMP0390,LED-4986,COMP0265,166,4,Sub-assembly,Medium,SUPP096,27
