Supplier ID,Component ID,Past Risk Events,Failure Frequency (occurrences/year),Downtime Duration,Recovery Time,Risk Outcome (Success/Failure)
SUPP035,COMP0197,Natural disaster impact on fab,2.44,303 days,56 days,Success
SUPP061,COMP0311,Delivery delay due to port congestion,5.2,71 days,39 days,Success
SUPP079,COMP0025,Sudden capacity reduction by supplier,0.83,51 days,13 days,Success
SUPP090,COMP0489,Quality defect — batch recall issued,2.18,160 days,53 days,Success
SUPP097,COMP0101,Supplier financial instability,9.45,282 days,7 days,Success
SUPP058,COMP0058,Delivery delay due to port congestion,5.95,222 days,78 days,Success
SUPP005,COMP0210,Export control regulation change,10.95,340 days,76 days,Success
SUPP093,COMP0029,Geopolitical trade restriction imposed,10.39,157 days,142 days,Success
SUPP038,COMP0350,Natural disaster impact on fab,10.96,317 days,176 days,Failure
SUPP048,COMP0472,Sudden capacity reduction by supplier,8.81,298 days,247 days,Success
SUPP080,COMP0326,Component discontinuation announcement,5.56,360 days,313 days,Failure
SUPP035,COMP0399,Supply shortage due to factory fire,6.3,70 days,4 days,Success
SUPP039,COMP0305,Delivery delay due to port congestion,6.91,57 days,2 days,Failure
SUPP086,COMP0477,Raw material scarcity — price surge,9.99,268 days,73 days,Failure
SUPP088,COMP0048,Natural disaster impact on fab,8.04,209 days,51 days,Failure
SUPP033,COMP0030,Delivery delay due to port congestion,3.44,356 days,164 days,Failure
SUPP030,COMP0445,Logistics disruption — carrier strike,8.02,336 days,212 days,Failure
SUPP051,COMP0029,Quality defect — batch recall issued,0.12,354 days,155 days,Failure
SUPP056,COMP0101,Sudden capacity reduction by supplier,3.92,271 days,64 days,Success
SUPP095,COMP0383,Counterfeit component detection,4.4,48 days,9 days,Success
SUPP023,COMP0399,Quality defect — batch recall issued,1.79,84 days,19 days,Failure
SUPP005,COMP0120,Supplier financial instability,3.97,334 days,296 days,Success
SUPP098,COMP0464,Geopolitical trade restriction imposed,9.52,299 days,27 days,Success
SUPP064,COMP0051,Geopolitical trade restriction imposed,1.43,330 days,134 days,Success
SUPP085,COMP0028,Sudden capacity reduction by supplier,6.11,219 days,59 days,Success
SUPP093,COMP0370,Supply shortage due to factory fire,11.06,363 days,145 days,Success
SUPP056,COMP0073,Natural disaster impact on fab,1.84,290 days,215 days,Success
SUPP053,COMP0134,Wafer fab yield drop below threshold,4.17,357 days,56 days,Success
SUPP050,COMP0243,Natural disaster impact on fab,9.41,13 days,3 days,Success
SUPP074,COMP0488,Pandemic-related facility shutdown,8.8,336 days,238 days,Success
SUPP053,COMP0461,Geopolitical trade restriction imposed,8.36,14 days,4 days,Success
SUPP020,COMP0306,Delivery delay due to port congestion,3.86,143 days,138 days,Failure
SUPP035,COMP0359,Wafer fab yield drop below threshold,0.72,71 days,64 days,Success
SUPP066,COMP0115,Logistics disruption — carrier strike,11.47,171 days,133 days,Failure
SUPP063,COMP0112,Supplier financial instability,8.48,263 days,62 days,Success
SUPP036,COMP0369,Supplier financial instability,10.77,73 days,6 days,Failure
SUPP021,COMP0009,Natural disaster impact on fab,5.1,311 days,31 days,Failure
SUPP025,COMP0202,Logistics disruption — carrier strike,7.74,250 days,88 days,Success
SUPP014,COMP0081,Counterfeit component detection,10.3,303 days,122 days,Failure
SUPP084,COMP0317,Natural disaster impact on fab,0.41,184 days,27 days,Failure
SUPP031,COMP0280,Quality defect — batch recall issued,7.03,131 days,67 days,Success
SUPP062,COMP0063,Geopolitical trade restriction imposed,1.63,8 days,5 days,Success
SUPP023,COMP0260,Export control regulation change,5.52,180 days,134 days,Success
SUPP052,COMP0282,Logistics disruption — carrier strike,0.63,184 days,107 days,Failure
SUPP043,COMP0277,Pandemic-related facility shutdown,8.65,352 days,235 days,Failure
SUPP086,COMP0022,Raw material scarcity — price surge,9.37,109 days,25 days,Failure
SUPP049,COMP0272,Raw material scarcity — price surge,0.65,277 days,93 days,Success
SUPP035,COMP0195,Natural disaster impact on fab,5.15,286 days,87 days,Success
SUPP064,COMP0468,Supply shortage due to factory fire,5.33,6 days,1 days,Failure
SUPP031,COMP0462,Delivery delay due to port congestion,9.59,119 days,25 days,Success
SUPP081,COMP0025,Supplier financial instability,6.42,149 days,21 days,Success
SUPP050,COMP0276,Natural disaster impact on fab,6.31,129 days,101 days,Success
SUPP066,COMP0224,Pandemic-related facility shutdown,7.23,234 days,231 days,Success
SUPP081,COMP0476,Supplier financial instability,0.73,139 days,95 days,Success
SUPP018,COMP0183,Pandemic-related facility shutdown,6.57,239 days,130 days,Success
SUPP031,COMP0436,Counterfeit component detection,4.47,206 days,121 days,Failure
SUPP014,COMP0184,Quality defect — batch recall issued,2.67,262 days,70 days,Success
SUPP011,COMP0008,Quality defect — batch recall issued,4.43,21 days,16 days,Failure
SUPP075,COMP0327,Supplier financial instability,0.44,35 days,21 days,Success
SUPP028,COMP0111,Supply shortage due to factory fire,1.54,217 days,100 days,Success
SUPP018,COMP0446,Supply shortage due to factory fire,8.08,83 days,81 days,Success
SUPP067,COMP0488,Wafer fab yield drop below threshold,4.99,228 days,196 days,Failure
SUPP004,COMP0456,Natural disaster impact on fab,1.25,99 days,33 days,Success
SUPP051,COMP0002,Counterfeit component detection,3.97,240 days,152 days,Success
SUPP042,COMP0030,Sudden capacity reduction by supplier,2.18,364 days,41 days,Failure
SUPP001,COMP0279,Wafer fab yield drop below threshold,2.54,291 days,277 days,Failure
SUPP100,COMP0422,Supplier financial instability,1.11,63 days,16 days,Success
SUPP061,COMP0216,Pandemic-related facility shutdown,5.68,141 days,37 days,Success
SUPP058,COMP0029,Supplier financial instability,8.85,233 days,136 days,Success
SUPP058,COMP0066,Supplier financial instability,8.67,283 days,90 days,Success
SUPP083,COMP0195,Wafer fab yield drop below threshold,0.65,74 days,59 days,Failure
SUPP096,COMP0369,Logistics disruption — carrier strike,0.57,229 days,229 days,Failure
SUPP026,COMP0253,Delivery delay due to port congestion,10.3,317 days,246 days,Success
SUPP078,COMP0357,Counterfeit component detection,7.56,53 days,19 days,Success
SUPP050,COMP0230,Supplier financial instability,1.07,257 days,38 days,Success
SUPP009,COMP0300,Logistics disruption — carrier strike,4.29,10 days,2 days,Failure
SUPP003,COMP0124,Quality defect — batch recall issued,8.53,257 days,3 days,Success
SUPP018,COMP0283,Pandemic-related facility shutdown,7.18,164 days,149 days,Success
SUPP074,COMP0407,Sudden capacity reduction by supplier,1.86,250 days,232 days,Failure
SUPP002,COMP0429,Raw material scarcity — price surge,10.56,197 days,39 days,Success
SUPP012,COMP0466,Supplier financial instability,4.49,266 days,53 days,Failure
SUPP001,COMP0023,Supply shortage due to factory fire,0.04,230 days,164 days,Success
SUPP046,COMP0053,Wafer fab yield drop below threshold,10.91,109 days,85 days,Failure
SUPP011,COMP0277,Raw material scarcity — price surge,5.82,66 days,59 days,Success
SUPP004,COMP0387,Delivery delay due to port congestion,4.19,137 days,78 days,Failure
SUPP064,COMP0334,Delivery delay due to port congestion,2.16,45 days,43 days,Failure
SUPP064,COMP0380,Export control regulation change,5.1,251 days,198 days,Success
SUPP047,COMP0076,Pandemic-related facility shutdown,9.22,116 days,65 days,Success
SUPP026,COMP0470,Logistics disruption — carrier strike,6.66,279 days,86 days,Success
SUPP082,COMP0277,Supply shortage due to factory fire,10.79,163 days,140 days,Failure
SUPP062,COMP0356,Quality defect — batch recall issued,1.47,13 days,7 days,Success
SUPP061,COMP0170,Delivery delay due to port congestion,8.88,122 days,75 days,Success
SUPP007,COMP0044,Export control regulation change,5.45,326 days,280 days,Success
SUPP086,COMP0377,Logistics disruption — carrier strike,0.31,61 days,12 days,Success
SUPP021,COMP0484,Delivery delay due to port congestion,8.36,30 days,30 days,Failure
SUPP010,COMP0060,Component discontinuation announcement,9.49,200 days,145 days,Success
SUPP079,COMP0497,Pandemic-related facility shutdown,6.29,64 days,1 days,Success
SUPP031,COMP0172,Quality defect — batch recall issued,8.95,129 days,61 days,Success
SUPP098,COMP0026,Supply shortage due to factory fire,7.84,364 days,236 days,Success
SUPP048,COMP0129,Counterfeit component detection,11.51,114 days,53 days,Success
SUPP100,COMP0026,Pandemic-related facility shutdown,8.38,180 days,116 days,Failure
SUPP086,COMP0258,Counterfeit component detection,9.28,327 days,271 days,Success
SUPP053,COMP0463,Sudden capacity reduction by supplier,1.72,165 days,45 days,Success
SUPP037,COMP0038,Wafer fab yield drop below threshold,9.16,17 days,2 days,Failure
SUPP087,COMP0082,Geopolitical trade restriction imposed,7.59,322 days,171 days,Failure
SUPP046,COMP0095,Wafer fab yield drop below threshold,3.37,318 days,180 days,Success
SUPP099,COMP0427,Natural disaster impact on fab,5.45,276 days,32 days,Success
SUPP026,COMP0040,Geopolitical trade restriction imposed,5.21,99 days,74 days,Failure
SUPP010,COMP0321,Delivery delay due to port congestion,5.22,14 days,10 days,Success
SUPP030,COMP0409,Logistics disruption — carrier strike,1.02,30 days,8 days,Success
SUPP050,COMP0051,Wafer fab yield drop below threshold,4.27,306 days,171 days,Success
SUPP059,COMP0069,Export control regulation change,4.79,74 days,59 days,Success
SUPP099,COMP0431,Component discontinuation announcement,5.96,339 days,114 days,Success
SUPP074,COMP0371,Geopolitical trade restriction imposed,4.16,38 days,14 days,Failure
SUPP084,COMP0315,Natural disaster impact on fab,4.48,65 days,48 days,Success
SUPP096,COMP0022,Export control regulation change,10.24,88 days,58 days,Failure
SUPP021,COMP0023,Delivery delay due to port congestion,6.89,316 days,193 days,Failure
SUPP011,COMP0472,Logistics disruption — carrier strike,2.04,182 days,135 days,Failure
SUPP021,COMP0091,Quality defect — batch recall issued,11.08,309 days,6 days,Success
SUPP059,COMP0434,Export control regulation change,2.62,290 days,65 days,Success
SUPP010,COMP0124,Geopolitical trade restriction imposed,3.45,310 days,126 days,Failure
SUPP069,COMP0256,Counterfeit component detection,3.85,91 days,79 days,Success
SUPP079,COMP0072,Logistics disruption — carrier strike,9.3,276 days,272 days,Success
SUPP014,COMP0296,Component discontinuation announcement,0.56,28 days,7 days,Success
SUPP078,COMP0443,Pandemic-related facility shutdown,10.05,182 days,126 days,Failure
SUPP063,COMP0403,Export control regulation change,0.66,49 days,48 days,Failure
SUPP070,COMP0326,Supply shortage due to factory fire,5.12,84 days,78 days,Success
SUPP037,COMP0377,Geopolitical trade restriction imposed,8.13,347 days,6 days,Failure
SUPP019,COMP0339,Supply shortage due to factory fire,8.02,153 days,49 days,Success
SUPP094,COMP0363,Sudden capacity reduction by supplier,9.81,92 days,61 days,Success
SUPP085,COMP0246,Quality defect — batch recall issued,7.36,229 days,220 days,Success
SUPP076,COMP0179,Geopolitical trade restriction imposed,8.53,102 days,62 days,Success
SUPP021,COMP0222,Raw material scarcity — price surge,5.22,204 days,137 days,Success
SUPP081,COMP0232,Sudden capacity reduction by supplier,4.45,292 days,83 days,Failure
SUPP083,COMP0002,Geopolitical trade restriction imposed,8.2,1 days,1 days,Success
SUPP017,COMP0344,Delivery delay due to port congestion,3.39,174 days,153 days,Failure
SUPP067,COMP0274,Sudden capacity reduction by supplier,8.82,166 days,58 days,Success
SUPP020,COMP0269,Supply shortage due to factory fire,5.74,1 days,1 days,Success
SUPP094,COMP0088,Sudden capacity reduction by supplier,0.01,7 days,2 days,Success
SUPP050,COMP0023,Sudden capacity reduction by supplier,4.75,145 days,4 days,Success
SUPP099,COMP0411,Supplier financial instability,7.94,211 days,139 days,Failure
SUPP020,COMP0451,Delivery delay due to port congestion,11.21,196 days,49 days,Success
SUPP046,COMP0062,Component discontinuation announcement,10.97,130 days,3 days,Success
SUPP008,COMP0266,Supply shortage due to factory fire,8.32,114 days,103 days,Success
SUPP025,COMP0246,Supply shortage due to factory fire,10.03,358 days,28 days,Failure
SUPP022,COMP0183,Supplier financial instability,5.87,209 days,183 days,Failure
SUPP052,COMP0302,Quality defect — batch recall issued,11.42,101 days,35 days,Success
SUPP033,COMP0029,Counterfeit component detection,10.85,93 days,52 days,Success
SUPP099,COMP0117,Raw material scarcity — price surge,10.62,45 days,3 days,Success
SUPP018,COMP0010,Export control regulation change,11.56,148 days,53 days,Success
SUPP020,COMP0406,Quality defect — batch recall issued,2.56,27 days,4 days,Failure
SUPP030,COMP0058,Sudden capacity reduction by supplier,0.14,53 days,27 days,Success
SUPP075,COMP0328,Pandemic-related facility shutdown,11.25,339 days,68 days,Success
SUPP022,COMP0320,Sudden capacity reduction by supplier,11.6,124 days,63 days,Failure
SUPP052,COMP0159,Pandemic-related facility shutdown,6.07,281 days,80 days,Failure
SUPP023,COMP0032,Geopolitical trade restriction imposed,4.68,26 days,18 days,Success
SUPP009,COMP0089,Geopolitical trade restriction imposed,4.62,356 days,237 days,Success
SUPP052,COMP0343,Wafer fab yield drop below threshold,5.52,152 days,144 days,Failure
SUPP022,COMP0195,Wafer fab yield drop below threshold,11.8,218 days,11 days,Success
SUPP090,COMP0034,Wafer fab yield drop below threshold,9.75,253 days,53 days,Failure
SUPP011,COMP0051,Logistics disruption — carrier strike,11.53,27 days,6 days,Success
SUPP058,COMP0115,Delivery delay due to port congestion,7.44,278 days,85 days,Success
SUPP092,COMP0003,Supplier financial instability,6.6,15 days,4 days,Success
SUPP014,COMP0488,Delivery delay due to port congestion,3.82,89 days,20 days,Success
SUPP040,COMP0360,Geopolitical trade restriction imposed,8.32,354 days,323 days,Success
SUPP061,COMP0326,Export control regulation change,10.82,175 days,144 days,Success
SUPP004,COMP0489,Wafer fab yield drop below threshold,8.47,275 days,204 days,Success
SUPP097,COMP0474,Geopolitical trade restriction imposed,7.32,1 days,1 days,Failure
SUPP024,COMP0366,Natural disaster impact on fab,1.56,69 days,24 days,Failure
SUPP060,COMP0088,Quality defect — batch recall issued,5.69,315 days,118 days,Failure
SUPP049,COMP0398,Natural disaster impact on fab,9.94,210 days,21 days,Failure
SUPP061,COMP0048,Supply shortage due to factory fire,5.11,236 days,114 days,Success
SUPP004,COMP0170,Geopolitical trade restriction imposed,8.7,67 days,13 days,Failure
SUPP030,COMP0160,Export control regulation change,3.77,64 days,22 days,Failure
SUPP080,COMP0332,Natural disaster impact on fab,8.66,316 days,196 days,Success
SUPP023,COMP0242,Delivery delay due to port congestion,3.7,15 days,13 days,Failure
SUPP071,COMP0276,Supply shortage due to factory fire,2.2,285 days,81 days,Failure
SUPP068,COMP0464,Wafer fab yield drop below threshold,2.44,103 days,89 days,Failure
SUPP008,COMP0050,Raw material scarcity — price surge,5.72,37 days,9 days,Failure
SUPP061,COMP0016,Counterfeit component detection,9.15,319 days,270 days,Success
SUPP026,COMP0304,Quality defect — batch recall issued,8.95,220 days,98 days,Success
SUPP057,COMP0364,Component discontinuation announcement,11.47,337 days,86 days,Success
SUPP066,COMP0009,Natural disaster impact on fab,5.76,27 days,22 days,Failure
SUPP081,COMP0145,Delivery delay due to port congestion,5.97,175 days,91 days,Success
SUPP075,COMP0351,Quality defect — batch recall issued,7.62,306 days,62 days,Success
SUPP002,COMP0284,Counterfeit component detection,6.22,214 days,111 days,Success
SUPP017,COMP0294,Delivery delay due to port congestion,6.31,238 days,88 days,Success
SUPP066,COMP0161,Export control regulation change,9.97,174 days,26 days,Success
SUPP071,COMP0195,Supply shortage due to factory fire,6.52,243 days,14 days,Success
SUPP062,COMP0286,Export control regulation change,1.47,106 days,75 days,Failure
SUPP085,COMP0487,Supply shortage due to factory fire,2.65,202 days,163 days,Success
SUPP052,COMP0277,Supply shortage due to factory fire,5.38,87 days,4 days,Success
SUPP006,COMP0303,Export control regulation change,2.72,179 days,97 days,Failure
SUPP036,COMP0474,Raw material scarcity — price surge,2.98,322 days,234 days,Failure
SUPP018,COMP0419,Quality defect — batch recall issued,5.15,15 days,8 days,Success
SUPP035,COMP0313,Delivery delay due to port congestion,11.3,81 days,77 days,Success
SUPP063,COMP0068,Logistics disruption — carrier strike,5.68,264 days,124 days,Success
SUPP048,COMP0273,Supplier financial instability,10.46,287 days,207 days,Success
SUPP033,COMP0095,Counterfeit component detection,11.4,297 days,236 days,Success
SUPP017,COMP0483,Supplier financial instability,10.82,193 days,152 days,Failure
SUPP017,COMP0355,Logistics disruption — carrier strike,11.51,156 days,133 days,Success
SUPP035,COMP0098,Component discontinuation announcement,9.02,321 days,70 days,Success
SUPP072,COMP0084,Quality defect — batch recall issued,8.13,264 days,50 days,Success
SUPP075,COMP0140,Sudden capacity reduction by supplier,10.28,265 days,105 days,Success
SUPP037,COMP0203,Wafer fab yield drop below threshold,8.64,251 days,112 days,Success
SUPP087,COMP0129,Sudden capacity reduction by supplier,4.31,297 days,78 days,Failure
SUPP048,COMP0500,Pandemic-related facility shutdown,3.7,253 days,105 days,Success
SUPP082,COMP0306,Supplier financial instability,11.43,250 days,160 days,Success
SUPP060,COMP0372,Pandemic-related facility shutdown,6.86,220 days,216 days,Failure
SUPP022,COMP0430,Logistics disruption — carrier strike,7.87,353 days,229 days,Success
SUPP078,COMP0234,Quality defect — batch recall issued,4.1,122 days,103 days,Failure
SUPP016,COMP0009,Raw material scarcity — price surge,10.12,309 days,129 days,Success
SUPP016,COMP0142,Export control regulation change,0.43,188 days,81 days,Success
SUPP030,COMP0250,Supply shortage due to factory fire,7.11,50 days,10 days,Success
SUPP029,COMP0260,Delivery delay due to port congestion,5.2,306 days,61 days,Success
SUPP090,COMP0053,Counterfeit component detection,10.96,29 days,24 days,Success
SUPP067,COMP0377,Component discontinuation announcement,2.07,196 days,188 days,Success
SUPP012,COMP0082,Export control regulation change,10.53,191 days,90 days,Success
SUPP047,COMP0104,Component discontinuation announcement,5.79,96 days,88 days,Success
SUPP018,COMP0096,Delivery delay due to port congestion,2.72,269 days,44 days,Success
SUPP068,COMP0121,Counterfeit component detection,0.23,340 days,199 days,Success
SUPP082,COMP0311,Pandemic-related facility shutdown,5.25,37 days,1 days,Failure
SUPP009,COMP0285,Sudden capacity reduction by supplier,3.98,119 days,113 days,Success
SUPP037,COMP0170,Geopolitical trade restriction imposed,8.72,112 days,76 days,Success
SUPP068,COMP0062,Export control regulation change,6.09,133 days,14 days,Failure
SUPP007,COMP0052,Wafer fab yield drop below threshold,1.98,321 days,152 days,Success
SUPP091,COMP0242,Logistics disruption — carrier strike,7.38,175 days,90 days,Success
SUPP016,COMP0147,Wafer fab yield drop below threshold,6.12,226 days,117 days,Success
SUPP060,COMP0438,Export control regulation change,11.88,283 days,182 days,Success
SUPP018,COMP0162,Export control regulation change,5.2,261 days,177 days,Success
SUPP014,COMP0154,Logistics disruption — carrier strike,5.15,238 days,154 days,Failure
SUPP049,COMP0157,Component discontinuation announcement,11.74,271 days,66 days,Failure
SUPP048,COMP0285,Wafer fab yield drop below threshold,7.45,8 days,7 days,Success
SUPP032,COMP0169,Natural disaster impact on fab,2.34,147 days,52 days,Success
SUPP026,COMP0137,Supply shortage due to factory fire,11.12,183 days,134 days,Success
SUPP073,COMP0243,Geopolitical trade restriction imposed,8.22,25 days,23 days,Failure
SUPP070,COMP0120,Supply shortage due to factory fire,5.08,169 days,124 days,Failure
SUPP029,COMP0054,Raw material scarcity — price surge,1.33,114 days,79 days,Success
SUPP022,COMP0162,Delivery delay due to port congestion,11.73,49 days,39 days,Success
SUPP098,COMP0449,Export control regulation change,1.94,282 days,145 days,Failure
SUPP069,COMP0152,Sudden capacity reduction by supplier,0.2,65 days,14 days,Success
SUPP098,COMP0357,Export control regulation change,4.59,344 days,292 days,Success
SUPP059,COMP0089,Supply shortage due to factory fire,7.81,8 days,8 days,Success
SUPP080,COMP0125,Natural disaster impact on fab,11.55,179 days,159 days,Failure
SUPP013,COMP0086,Delivery delay due to port congestion,1.72,121 days,104 days,Success
SUPP052,COMP0124,Counterfeit component detection,5.72,142 days,136 days,Success
SUPP011,COMP0302,Raw material scarcity — price surge,1.75,4 days,1 days,Success
SUPP011,COMP0090,Supply shortage due to factory fire,10.97,306 days,143 days,Success
SUPP087,COMP0354,Supply shortage due to factory fire,0.74,308 days,51 days,Failure
SUPP051,COMP0282,Natural disaster impact on fab,0.78,203 days,187 days,Success
SUPP091,COMP0387,Counterfeit component detection,3.76,289 days,271 days,Success
SUPP013,COMP0075,Logistics disruption — carrier strike,2.1,242 days,44 days,Failure
SUPP062,COMP0445,Logistics disruption — carrier strike,0.34,20 days,11 days,Failure
SUPP036,COMP0135,Export control regulation change,10.88,220 days,19 days,Success
SUPP042,COMP0437,Quality defect — batch recall issued,10.36,178 days,102 days,Success
SUPP077,COMP0331,Component discontinuation announcement,11.03,144 days,103 days,Failure
SUPP071,COMP0084,Wafer fab yield drop below threshold,10.4,318 days,248 days,Success
SUPP063,COMP0247,Natural disaster impact on fab,11.29,277 days,220 days,Failure
SUPP098,COMP0165,Raw material scarcity — price surge,10.65,33 days,3 days,Success
SUPP068,COMP0347,Delivery delay due to port congestion,9.75,158 days,132 days,Success
SUPP080,COMP0340,Quality defect — batch recall issued,9.55,194 days,120 days,Success
SUPP018,COMP0206,Raw material scarcity — price surge,6.92,320 days,32 days,Success
SUPP022,COMP0169,Pandemic-related facility shutdown,4.07,197 days,38 days,Success
SUPP075,COMP0020,Wafer fab yield drop below threshold,6.05,53 days,43 days,Success
SUPP073,COMP0372,Counterfeit component detection,2.84,73 days,57 days,Success
SUPP094,COMP0385,Counterfeit component detection,8.77,231 days,2 days,Success
SUPP094,COMP0404,Counterfeit component detection,0.65,47 days,25 days,Failure
SUPP066,COMP0403,Counterfeit component detection,0.14,19 days,12 days,Success
SUPP015,COMP0149,Natural disaster impact on fab,7.49,13 days,5 days,Failure
SUPP086,COMP0294,Geopolitical trade restriction imposed,4.17,261 days,12 days,Success
SUPP077,COMP0141,Sudden capacity reduction by supplier,4.2,362 days,311 days,Success
SUPP058,COMP0224,Wafer fab yield drop below threshold,8.9,314 days,10 days,Success
SUPP088,COMP0228,Pandemic-related facility shutdown,6.78,7 days,5 days,Success
SUPP084,COMP0033,Geopolitical trade restriction imposed,4.47,132 days,74 days,Failure
SUPP030,COMP0476,Export control regulation change,11.61,51 days,15 days,Failure
SUPP095,COMP0158,Supplier financial instability,8.04,92 days,61 days,Success
SUPP023,COMP0432,Supplier financial instability,5.78,13 days,4 days,Failure
SUPP057,COMP0171,Logistics disruption — carrier strike,2.19,282 days,136 days,Success
SUPP039,COMP0262,Wafer fab yield drop below threshold,4.97,352 days,175 days,Failure
SUPP083,COMP0299,Natural disaster impact on fab,3.25,263 days,262 days,Success
SUPP051,COMP0109,Wafer fab yield drop below threshold,9.95,250 days,249 days,Success
SUPP072,COMP0371,Logistics disruption — carrier strike,6.55,110 days,25 days,Failure
SUPP056,COMP0167,Delivery delay due to port congestion,10.65,361 days,149 days,Success
SUPP066,COMP0235,Pandemic-related facility shutdown,3.09,88 days,19 days,Success
SUPP009,COMP0091,Component discontinuation announcement,2.27,168 days,129 days,Success
SUPP090,COMP0398,Natural disaster impact on fab,1.82,301 days,104 days,Failure
SUPP073,COMP0322,Wafer fab yield drop below threshold,11.57,271 days,99 days,Failure
SUPP089,COMP0386,Delivery delay due to port congestion,7.84,36 days,35 days,Success
SUPP018,COMP0449,Delivery delay due to port congestion,1.21,81 days,81 days,Success
SUPP016,COMP0218,Pandemic-related facility shutdown,2.18,293 days,260 days,Failure
SUPP060,COMP0070,Logistics disruption — carrier strike,11.33,55 days,29 days,Failure
SUPP046,COMP0274,Raw material scarcity — price surge,7.56,22 days,10 days,Failure
SUPP073,COMP0091,Delivery delay due to port congestion,6.03,247 days,149 days,Success
SUPP047,COMP0358,Supply shortage due to factory fire,0.33,348 days,318 days,Failure
SUPP013,COMP0051,Geopolitical trade restriction imposed,6.73,254 days,117 days,Success
SUPP044,COMP0185,Wafer fab yield drop below threshold,8.75,209 days,75 days,Success
SUPP026,COMP0263,Quality defect — batch recall issued,5.82,287 days,116 days,Success
SUPP023,COMP0203,Export control regulation change,1.55,107 days,55 days,Success
SUPP024,COMP0144,Sudden capacity reduction by supplier,1.15,185 days,127 days,Failure
SUPP015,COMP0142,Supplier financial instability,7.14,187 days,13 days,Success
SUPP035,COMP0478,Counterfeit component detection,5.27,279 days,98 days,Failure
SUPP047,COMP0192,Supply shortage due to factory fire,5.5,271 days,105 days,Success
SUPP075,COMP0262,Delivery delay due to port congestion,7.02,330 days,222 days,Failure
SUPP079,COMP0371,Quality defect — batch recall issued,4.23,211 days,41 days,Failure
SUPP090,COMP0001,Raw material scarcity — price surge,5.61,145 days,61 days,Success
SUPP045,COMP0040,Supply shortage due to factory fire,3.64,273 days,259 days,Success
SUPP092,COMP0116,Logistics disruption — carrier strike,5.85,365 days,58 days,Success
SUPP004,COMP0183,Logistics disruption — carrier strike,4.54,270 days,219 days,Failure
SUPP034,COMP0128,Pandemic-related facility shutdown,0.65,256 days,183 days,Success
SUPP058,COMP0390,Quality defect — batch recall issued,7.29,292 days,157 days,Success
SUPP075,COMP0153,Wafer fab yield drop below threshold,1.72,153 days,67 days,Success
SUPP092,COMP0107,Counterfeit component detection,4.58,177 days,169 days,Success
SUPP024,COMP0227,Pandemic-related facility shutdown,7.42,74 days,22 days,Failure
SUPP063,COMP0247,Supplier financial instability,0.77,101 days,12 days,Success
SUPP040,COMP0234,Quality defect — batch recall issued,10.31,212 days,33 days,Success
SUPP048,COMP0037,Export control regulation change,1.06,276 days,97 days,Success
SUPP078,COMP0057,Geopolitical trade restriction imposed,6.75,97 days,37 days,Failure
SUPP067,COMP0054,Natural disaster impact on fab,7.32,315 days,62 days,Success
SUPP051,COMP0286,Supply shortage due to factory fire,2.15,113 days,7 days,Failure
SUPP007,COMP0063,Supply shortage due to factory fire,2.98,180 days,142 days,Failure
SUPP016,COMP0117,Quality defect — batch recall issued,0.08,61 days,55 days,Success
SUPP087,COMP0381,Logistics disruption — carrier strike,4.59,304 days,150 days,Success
SUPP062,COMP0056,Counterfeit component detection,9.47,127 days,30 days,Failure
SUPP001,COMP0439,Pandemic-related facility shutdown,3.16,343 days,337 days,Success
SUPP045,COMP0189,Counterfeit component detection,8.82,245 days,197 days,Failure
SUPP056,COMP0455,Quality defect — batch recall issued,3.05,302 days,273 days,Success
SUPP069,COMP0186,Geopolitical trade restriction imposed,11.31,64 days,40 days,Failure
SUPP014,COMP0346,Sudden capacity reduction by supplier,10.02,4 days,2 days,Success
SUPP067,COMP0455,Logistics disruption — carrier strike,9.53,132 days,7 days,Success
SUPP024,COMP0379,Supply shortage due to factory fire,9.73,112 days,109 days,Success
SUPP040,COMP0158,Natural disaster impact on fab,8.46,53 days,24 days,Success
SUPP056,COMP0015,Quality defect — batch recall issued,8.26,336 days,80 days,Success
SUPP040,COMP0341,Logistics disruption — carrier strike,1.52,163 days,99 days,Failure
SUPP084,COMP0051,Pandemic-related facility shutdown,10.34,134 days,61 days,Failure
SUPP059,COMP0263,Component discontinuation announcement,6.13,252 days,61 days,Failure
SUPP039,COMP0208,Sudden capacity reduction by supplier,1.02,304 days,251 days,Failure
SUPP003,COMP0408,Supply shortage due to factory fire,0.88,98 days,89 days,Success
SUPP018,COMP0439,Geopolitical trade restriction imposed,0.93,229 days,205 days,Success
SUPP038,COMP0084,Counterfeit component detection,4.54,5 days,4 days,Failure
SUPP025,COMP0397,Raw material scarcity — price surge,11.19,95 days,13 days,Success
SUPP091,COMP0209,Supplier financial instability,6.96,58 days,13 days,Success
SUPP028,COMP0469,Sudden capacity reduction by supplier,3.82,184 days,112 days,Success
SUPP023,COMP0079,Natural disaster impact on fab,2.67,356 days,112 days,Failure
SUPP051,COMP0242,Counterfeit component detection,2.22,244 days,94 days,Success
SUPP070,COMP0385,Geopolitical trade restriction imposed,4.57,31 days,22 days,Success
SUPP063,COMP0282,Wafer fab yield drop below threshold,11.83,294 days,216 days,Success
SUPP097,COMP0315,Counterfeit component detection,3.48,300 days,81 days,Success
SUPP074,COMP0186,Counterfeit component detection,0.1,223 days,132 days,Failure
SUPP020,COMP0285,Delivery delay due to port congestion,1.71,184 days,15 days,Failure
