Supplier ID,Supplier Name,Location,Component ID,Cost per Component ($),Available Quantity,Lead Time (Weeks),Reliability Score (0-1),Past Performance Rating (1-5),Alternate Supplier ID
SUPP037,Abracon,"Chennai, India",COMP0042,650.52,48976,38,0.84,4.1,SUPP060
SUPP070,Susumu,"Munich, Germany",COMP0336,455.64,210097,48,0.63,4.6,SUPP020
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0158,106.74,328908,17,0.56,1.3,SUPP061
SUPP041,Macronix International,"Shanghai, China",COMP0338,211.89,82761,12,0.71,2.2,SUPP021
SUPP008,Texas Instruments,Singapore,COMP0430,626.88,270545,23,0.71,4.0,SUPP084
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0391,57.68,342999,49,0.71,4.0,SUPP036
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0220,8.3,51950,19,0.93,3.9,SUPP070
SUPP033,Bel Fuse,"Munich, Germany",COMP0139,556.57,53827,41,0.86,2.3,SUPP040
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0062,66.77,195648,37,0.89,1.4,SUPP095
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0017,39.0,452957,41,0.83,5.0,SUPP006
SUPP080,Bourns Inductors,"Shanghai, China",COMP0341,449.61,146772,47,0.61,1.8,SUPP067
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0050,105.75,86476,40,0.74,1.1,SUPP035
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0334,520.81,46761,36,0.86,4.7,SUPP061
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0200,513.53,127009,17,0.71,2.6,SUPP070
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0333,246.46,167591,8,0.71,4.7,SUPP054
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0111,170.91,340374,5,0.74,1.5,SUPP082
SUPP033,Bel Fuse,"Munich, Germany",COMP0033,322.98,123119,38,0.58,1.9,SUPP074
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0015,60.65,168445,46,0.51,3.8,SUPP030
SUPP019,Hirose Electric,"Milan, Italy",COMP0136,608.76,17957,23,0.73,3.9,SUPP084
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0432,654.96,199609,49,0.82,3.9,SUPP024
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0494,404.17,414888,3,0.97,3.3,SUPP046
SUPP026,Lattice Semiconductor,Singapore,COMP0111,615.62,206845,30,0.57,3.3,SUPP083
SUPP067,MACOM Technology,"Shenzhen, China",COMP0088,286.38,235867,42,0.89,4.5,SUPP030
SUPP033,Bel Fuse,"Munich, Germany",COMP0359,295.87,48721,17,0.78,3.8,SUPP061
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0370,639.3,416501,50,0.55,3.6,SUPP066
SUPP073,Stackpole Electronics,Singapore,COMP0478,253.54,379736,41,0.62,3.0,SUPP029
SUPP064,Microsemi,"Taipei, Taiwan",COMP0415,555.4,173320,48,0.68,4.9,SUPP093
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0375,430.4,66100,36,0.92,1.1,SUPP029
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0298,76.73,365697,33,0.82,3.2,SUPP005
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0136,252.31,342520,40,0.78,3.4,SUPP082
SUPP095,GaN Systems,"San Jose, USA",COMP0267,227.93,258393,2,0.86,4.5,SUPP016
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0034,365.9,474514,49,0.77,3.9,SUPP079
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0156,429.03,19529,51,0.75,4.9,SUPP091
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0279,2.68,172342,30,0.63,2.8,SUPP060
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0490,53.05,411062,23,0.6,2.7,SUPP093
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0044,246.02,490712,32,0.66,4.7,SUPP017
SUPP054,Dinkle,"Shanghai, China",COMP0184,68.48,51361,49,0.78,2.1,SUPP042
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0197,334.68,72802,24,0.78,3.9,SUPP059
SUPP086,MediaTek,"Seoul, South Korea",COMP0237,433.61,9379,21,0.63,2.3,SUPP015
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0484,306.58,388549,30,0.55,1.5,SUPP001
SUPP080,Bourns Inductors,"Shanghai, China",COMP0462,629.05,267880,23,0.91,2.0,SUPP043
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0205,390.99,302870,15,0.84,3.9,SUPP049
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0121,400.63,116200,30,0.64,1.9,SUPP080
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0134,701.83,262020,37,0.61,3.2,SUPP045
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0372,384.47,450317,24,0.94,1.8,SUPP072
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0141,694.0,283485,4,0.74,4.0,SUPP043
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0182,301.49,82393,30,0.94,2.4,SUPP064
SUPP091,Ohmite,"Osaka, Japan",COMP0275,282.3,481322,18,0.56,3.5,SUPP014
SUPP054,Dinkle,"Shanghai, China",COMP0442,372.05,332542,41,0.65,3.7,SUPP081
SUPP080,Bourns Inductors,"Shanghai, China",COMP0271,140.48,486988,29,0.77,4.6,SUPP067
SUPP044,Lumileds,"Austin, USA",COMP0277,84.55,438128,26,0.93,3.1,SUPP056
SUPP079,Sumida,"Stockholm, Sweden",COMP0400,522.73,282428,43,0.86,4.9,SUPP033
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0430,353.32,215798,27,0.58,3.8,SUPP048
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0349,135.68,160341,36,0.82,1.1,SUPP038
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0040,213.32,470102,52,0.75,1.7,SUPP063
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0219,137.98,394805,17,0.82,2.2,SUPP005
SUPP097,Power Integrations,"Shenzhen, China",COMP0047,614.39,52961,23,0.74,3.2,SUPP078
SUPP070,Susumu,"Munich, Germany",COMP0121,155.96,358268,38,0.66,4.6,SUPP068
SUPP020,JST,"Munich, Germany",COMP0322,398.03,61628,40,0.51,3.0,SUPP077
SUPP077,BC Components,"Seoul, South Korea",COMP0410,30.47,44238,39,0.83,2.5,SUPP078
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0446,117.04,16241,37,0.96,2.3,SUPP037
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0177,504.71,474896,11,0.88,2.0,SUPP024
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0137,589.3,313238,15,0.8,4.6,SUPP064
SUPP043,Cree LED,"Bangalore, India",COMP0017,215.43,115553,37,0.87,1.9,SUPP015
SUPP043,Cree LED,"Bangalore, India",COMP0095,78.54,273689,45,0.83,2.1,SUPP077
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0366,666.5,460142,33,0.8,2.0,SUPP086
SUPP030,Nichicon,"Zurich, Switzerland",COMP0240,367.23,228687,35,0.85,4.8,SUPP069
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0464,391.67,461310,8,0.96,2.2,SUPP026
SUPP026,Lattice Semiconductor,Singapore,COMP0431,615.09,35644,9,0.88,2.6,SUPP044
SUPP064,Microsemi,"Taipei, Taiwan",COMP0112,324.05,382385,31,0.7,1.8,SUPP005
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0014,505.13,499460,36,0.85,1.4,SUPP017
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0272,723.88,107341,47,0.7,2.8,SUPP002
SUPP025,Maxim Integrated,"Milan, Italy",COMP0293,476.4,70507,33,0.76,3.0,SUPP052
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0346,718.77,305915,7,0.81,1.7,SUPP092
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0099,577.99,293650,14,0.69,2.0,SUPP035
SUPP091,Ohmite,"Osaka, Japan",COMP0441,746.28,461348,15,0.77,4.4,SUPP050
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0278,521.04,78237,10,0.5,2.6,SUPP095
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0429,86.41,121857,33,0.7,3.1,SUPP028
SUPP047,Sensata Technologies,"Shanghai, China",COMP0062,190.31,255820,23,0.68,4.2,SUPP051
SUPP004,Yageo Corporation,"Munich, Germany",COMP0075,111.02,460836,40,0.89,3.7,SUPP016
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0438,414.93,267174,23,0.89,2.5,SUPP086
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0238,381.51,358851,3,0.95,2.9,SUPP042
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0492,369.64,175804,23,0.76,2.8,SUPP083
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0300,690.39,422626,48,0.59,1.9,SUPP067
SUPP025,Maxim Integrated,"Milan, Italy",COMP0181,432.52,644,23,0.76,3.0,SUPP061
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0446,416.91,56474,41,0.61,2.6,SUPP050
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0082,48.09,488401,17,0.69,3.0,SUPP041
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0313,425.56,390093,26,0.93,2.7,SUPP037
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0361,177.67,139261,32,0.89,1.8,SUPP090
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0357,636.57,105917,7,0.63,2.4,SUPP051
SUPP043,Cree LED,"Bangalore, India",COMP0375,570.94,329506,8,0.67,4.1,SUPP067
SUPP057,Harting,"Tokyo, Japan",COMP0176,341.68,25911,39,0.97,3.9,SUPP074
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0334,8.73,14853,15,0.54,4.8,SUPP073
SUPP037,Abracon,"Chennai, India",COMP0307,548.64,276139,2,0.9,2.1,SUPP080
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0275,328.25,268698,2,0.94,1.8,SUPP025
SUPP044,Lumileds,"Austin, USA",COMP0095,747.99,273199,43,0.99,4.7,SUPP086
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0311,15.66,49369,45,0.72,2.9,SUPP003
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0301,133.64,83654,12,0.85,4.3,SUPP072
SUPP059,Keysight Components,"Milan, Italy",COMP0111,506.59,147624,52,0.95,3.2,SUPP013
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0273,178.45,401161,18,0.52,1.9,SUPP085
SUPP022,Bourns,Singapore,COMP0099,702.18,249521,51,0.71,4.6,SUPP077
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0429,543.27,497294,7,0.94,1.6,SUPP078
SUPP100,Entegris,"Tokyo, Japan",COMP0249,395.88,188290,47,0.92,5.0,SUPP035
SUPP076,Sprague Goodman,"Shanghai, China",COMP0237,243.7,446041,39,0.59,4.4,SUPP022
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0160,185.13,1687,25,0.78,3.9,SUPP070
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0405,276.36,140080,4,0.74,3.2,SUPP070
SUPP022,Bourns,Singapore,COMP0430,263.64,15533,18,0.71,3.0,SUPP037
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0357,27.33,399456,40,0.73,2.2,SUPP010
SUPP031,Rubycon,"Zurich, Switzerland",COMP0091,43.11,428384,38,0.93,4.0,SUPP022
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0472,299.08,408420,42,0.53,1.2,SUPP097
SUPP068,Mini-Circuits,"Munich, Germany",COMP0060,20.13,277800,30,0.75,4.7,SUPP021
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0305,694.29,77273,41,0.96,3.4,SUPP030
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0280,352.3,203806,47,0.54,2.5,SUPP037
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0111,155.93,260756,39,0.66,3.2,SUPP023
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0174,233.56,487715,24,0.55,4.1,SUPP015
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0109,115.83,281899,10,0.8,2.5,SUPP054
SUPP028,Semtech,"Penang, Malaysia",COMP0172,592.51,444015,25,0.63,4.6,SUPP046
SUPP095,GaN Systems,"San Jose, USA",COMP0400,356.89,412636,46,0.93,1.9,SUPP054
SUPP030,Nichicon,"Zurich, Switzerland",COMP0019,125.34,472290,34,0.62,1.6,SUPP039
SUPP026,Lattice Semiconductor,Singapore,COMP0311,268.92,61980,10,0.74,4.1,SUPP079
SUPP004,Yageo Corporation,"Munich, Germany",COMP0457,95.62,426860,20,0.56,4.8,SUPP044
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0301,122.55,108098,11,0.79,3.0,SUPP067
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0299,59.38,208048,8,0.73,4.4,SUPP066
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0037,317.98,487166,12,0.96,5.0,SUPP081
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0290,229.47,481726,10,0.94,1.2,SUPP080
SUPP025,Maxim Integrated,"Milan, Italy",COMP0197,323.5,346901,13,0.69,2.6,SUPP061
SUPP068,Mini-Circuits,"Munich, Germany",COMP0123,158.51,284372,40,0.79,3.8,SUPP086
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0003,135.25,137200,17,0.75,4.5,SUPP026
SUPP030,Nichicon,"Zurich, Switzerland",COMP0494,689.74,167381,14,0.87,2.6,SUPP091
SUPP080,Bourns Inductors,"Shanghai, China",COMP0425,198.54,90772,45,0.77,2.9,SUPP075
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0471,175.34,267305,45,0.71,4.1,SUPP017
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0215,674.18,46648,24,0.79,2.4,SUPP057
SUPP047,Sensata Technologies,"Shanghai, China",COMP0369,527.46,47862,11,0.77,5.0,SUPP017
SUPP058,ITT Cannon,"Munich, Germany",COMP0368,67.16,164129,40,0.79,3.2,SUPP016
SUPP097,Power Integrations,"Shenzhen, China",COMP0146,334.93,378018,18,0.5,1.3,SUPP006
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0254,229.09,431357,4,0.74,1.9,SUPP071
SUPP025,Maxim Integrated,"Milan, Italy",COMP0173,677.18,102865,7,0.56,3.2,SUPP095
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0242,424.01,419811,47,0.8,4.9,SUPP042
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0370,548.84,395743,39,0.95,2.2,SUPP052
SUPP068,Mini-Circuits,"Munich, Germany",COMP0289,330.02,84078,23,0.79,2.9,SUPP057
SUPP022,Bourns,Singapore,COMP0235,20.92,349948,30,0.96,2.5,SUPP026
SUPP097,Power Integrations,"Shenzhen, China",COMP0068,330.97,369102,50,0.65,4.4,SUPP100
SUPP095,GaN Systems,"San Jose, USA",COMP0220,84.8,58440,2,0.98,2.1,SUPP087
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0446,293.09,369348,32,0.81,4.4,SUPP028
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0018,583.34,118213,6,0.51,2.2,SUPP093
SUPP073,Stackpole Electronics,Singapore,COMP0087,199.72,421127,30,0.77,1.4,SUPP019
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0121,119.75,36218,25,0.51,2.0,SUPP026
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0349,323.82,410342,42,0.59,3.0,SUPP049
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0145,258.03,49758,34,0.93,4.9,SUPP071
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0343,26.0,198477,2,0.99,1.2,SUPP100
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0031,648.96,314298,42,0.91,3.9,SUPP093
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0243,51.34,193942,48,0.83,1.2,SUPP002
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0151,340.63,117622,26,0.81,2.6,SUPP080
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0103,164.23,119091,44,0.52,4.0,SUPP059
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0280,461.27,159776,42,0.72,2.1,SUPP081
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0057,499.31,205560,52,0.53,2.2,SUPP042
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0007,700.43,421638,6,0.56,2.9,SUPP084
SUPP075,Illinois Capacitor,"London, UK",COMP0341,122.69,284697,16,0.53,2.9,SUPP063
SUPP054,Dinkle,"Shanghai, China",COMP0435,278.72,473228,29,0.78,5.0,SUPP017
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0075,17.39,186602,51,0.83,3.1,SUPP083
SUPP075,Illinois Capacitor,"London, UK",COMP0319,173.01,300175,2,0.69,4.8,SUPP020
SUPP037,Abracon,"Chennai, India",COMP0462,284.39,200919,42,0.58,3.4,SUPP089
SUPP025,Maxim Integrated,"Milan, Italy",COMP0320,682.27,460626,29,0.8,1.3,SUPP085
SUPP099,Cohu Inc,"Bangalore, India",COMP0316,658.26,221938,50,0.77,4.4,SUPP013
SUPP043,Cree LED,"Bangalore, India",COMP0298,142.32,210464,7,0.97,1.7,SUPP033
SUPP064,Microsemi,"Taipei, Taiwan",COMP0024,739.88,410818,17,0.5,1.1,SUPP012
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0462,697.4,359663,16,0.9,1.9,SUPP086
SUPP054,Dinkle,"Shanghai, China",COMP0241,255.85,333539,27,0.5,3.8,SUPP088
SUPP017,TE Connectivity,"Austin, USA",COMP0033,101.81,384290,2,0.53,4.4,SUPP062
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0152,383.35,129056,42,0.77,2.6,SUPP008
SUPP064,Microsemi,"Taipei, Taiwan",COMP0289,244.9,364166,50,0.53,3.9,SUPP063
SUPP039,ISSI,"Stockholm, Sweden",COMP0102,509.75,474949,48,0.56,3.6,SUPP035
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0036,491.63,136491,47,0.91,1.0,SUPP064
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0008,415.63,63338,42,0.51,4.9,SUPP066
SUPP053,WAGO,"Shanghai, China",COMP0263,237.07,13338,25,0.74,3.5,SUPP006
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0358,622.14,203046,46,0.76,3.1,SUPP045
SUPP028,Semtech,"Penang, Malaysia",COMP0057,124.35,157262,13,0.98,3.5,SUPP087
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0443,683.51,221021,52,0.72,4.2,SUPP090
SUPP067,MACOM Technology,"Shenzhen, China",COMP0146,197.33,325527,20,0.63,1.6,SUPP042
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0083,406.44,252784,6,0.81,2.0,SUPP042
SUPP004,Yageo Corporation,"Munich, Germany",COMP0375,624.89,27170,37,0.51,2.5,SUPP022
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0257,485.64,494450,27,0.77,2.7,SUPP090
SUPP053,WAGO,"Shanghai, China",COMP0267,735.15,149275,14,0.93,4.9,SUPP082
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0409,550.83,433935,4,0.91,4.5,SUPP034
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0082,585.83,114083,13,0.94,1.2,SUPP017
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0348,728.2,310911,21,0.82,4.9,SUPP063
SUPP039,ISSI,"Stockholm, Sweden",COMP0292,533.84,130808,50,0.87,3.3,SUPP044
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0061,95.13,372964,51,0.69,3.9,SUPP010
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0127,168.39,131751,50,0.53,1.7,SUPP084
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0309,56.52,484727,18,0.64,4.7,SUPP034
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0464,262.58,338168,25,0.61,2.1,SUPP028
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0406,726.72,492496,42,0.6,2.5,SUPP064
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0319,73.01,346453,3,0.98,2.5,SUPP088
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0405,456.2,107086,16,0.86,4.0,SUPP042
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0083,467.53,3037,27,0.64,2.3,SUPP100
SUPP058,ITT Cannon,"Munich, Germany",COMP0301,573.18,349976,4,0.65,3.7,SUPP026
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0311,636.68,201269,43,0.96,4.5,SUPP028
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0169,223.37,96224,33,0.94,4.4,SUPP100
SUPP053,WAGO,"Shanghai, China",COMP0094,336.71,374414,12,0.99,3.6,SUPP031
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0481,619.48,215250,5,0.55,1.9,SUPP057
SUPP079,Sumida,"Stockholm, Sweden",COMP0325,709.02,34798,26,0.83,4.1,SUPP026
SUPP031,Rubycon,"Zurich, Switzerland",COMP0087,398.19,77167,46,0.76,4.7,SUPP043
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0068,435.98,50036,50,0.74,3.3,SUPP045
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0291,676.66,488079,22,0.82,1.4,SUPP053
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0174,512.11,134895,49,0.57,1.9,SUPP052
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0259,167.9,340600,39,0.78,4.4,SUPP053
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0269,259.47,442071,32,0.72,4.9,SUPP007
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0296,68.81,185111,34,0.82,2.3,SUPP085
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0314,610.79,164142,15,0.77,4.1,SUPP081
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0047,2.98,90256,37,0.59,1.7,SUPP007
SUPP077,BC Components,"Seoul, South Korea",COMP0022,124.23,451856,9,0.92,3.8,SUPP072
SUPP054,Dinkle,"Shanghai, China",COMP0037,210.66,207280,49,0.8,3.9,SUPP020
SUPP077,BC Components,"Seoul, South Korea",COMP0074,87.97,164734,44,0.79,3.5,SUPP057
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0124,429.96,272268,38,0.95,4.3,SUPP014
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0033,290.41,22776,23,0.52,4.5,SUPP096
SUPP100,Entegris,"Tokyo, Japan",COMP0395,220.84,179120,7,0.98,2.2,SUPP062
SUPP044,Lumileds,"Austin, USA",COMP0150,44.83,139392,18,0.51,4.7,SUPP100
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0016,542.42,190672,25,0.91,1.4,SUPP016
SUPP016,Molex,"Shanghai, China",COMP0388,722.7,346320,29,0.97,1.5,SUPP068
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0331,620.52,142723,16,0.83,1.9,SUPP088
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0045,19.06,74788,7,0.99,2.6,SUPP091
SUPP038,Epson Timing,"Bangalore, India",COMP0358,65.28,67101,16,0.59,5.0,SUPP003
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0430,365.33,395625,10,0.96,2.7,SUPP062
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0040,495.43,235959,27,0.56,3.5,SUPP033
SUPP075,Illinois Capacitor,"London, UK",COMP0336,418.17,149777,25,0.55,3.9,SUPP094
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0379,482.69,168179,5,0.64,3.4,SUPP022
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0200,507.22,243100,22,0.63,4.9,SUPP028
SUPP077,BC Components,"Seoul, South Korea",COMP0379,561.8,43125,11,0.81,4.8,SUPP074
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0201,211.71,282970,20,0.86,4.3,SUPP087
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0373,61.78,161465,22,0.95,1.2,SUPP095
SUPP008,Texas Instruments,Singapore,COMP0366,223.39,455140,22,0.98,3.5,SUPP080
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0017,653.94,383600,17,0.64,3.8,SUPP007
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0236,325.21,87748,39,0.51,1.1,SUPP054
SUPP095,GaN Systems,"San Jose, USA",COMP0019,146.39,430431,9,0.66,2.8,SUPP100
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0022,42.12,59240,36,0.59,3.9,SUPP061
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0442,150.3,396417,7,0.91,3.9,SUPP022
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0348,345.41,491386,4,0.63,3.4,SUPP058
SUPP044,Lumileds,"Austin, USA",COMP0414,218.26,38695,51,0.56,2.1,SUPP026
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0032,683.4,466490,39,0.9,1.4,SUPP053
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0009,368.49,319563,39,0.55,2.4,SUPP040
SUPP059,Keysight Components,"Milan, Italy",COMP0194,675.32,120136,1,0.91,3.1,SUPP084
SUPP058,ITT Cannon,"Munich, Germany",COMP0144,608.35,354374,43,0.52,2.7,SUPP025
SUPP022,Bourns,Singapore,COMP0452,186.09,6623,50,0.9,3.3,SUPP092
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0376,649.6,252660,6,0.86,4.0,SUPP038
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0020,50.94,474310,16,1.0,2.7,SUPP067
SUPP028,Semtech,"Penang, Malaysia",COMP0042,442.41,87057,12,0.74,3.1,SUPP033
SUPP026,Lattice Semiconductor,Singapore,COMP0118,173.74,67020,21,0.51,4.2,SUPP015
SUPP037,Abracon,"Chennai, India",COMP0074,371.56,60925,10,0.92,2.3,SUPP014
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0143,665.58,206045,47,0.52,4.4,SUPP063
SUPP043,Cree LED,"Bangalore, India",COMP0297,563.3,40338,25,0.62,3.1,SUPP045
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0415,437.02,458757,33,0.96,4.9,SUPP012
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0336,688.89,62348,32,0.79,3.9,SUPP050
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0444,619.86,496621,35,0.95,2.8,SUPP027
SUPP047,Sensata Technologies,"Shanghai, China",COMP0379,205.11,59860,36,0.68,2.6,SUPP042
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0041,120.79,351512,49,0.83,4.9,SUPP096
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0487,658.98,55144,14,0.76,4.9,SUPP050
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0226,357.11,107194,3,0.58,2.3,SUPP049
